3_6_16 , 5
2_5_02 , 4
2_28_10 , 8
7_29_22 , 4
6_26_04 , 3
8_27_22 , 7
7_18_02 , 2
1_20_06 , 5
3_25_10 , 5
6_28_04 , 8
6_22_20 , 8
3_18_12 , 2
2_9_08 , 7
5_4_12 , 6
4_7_06 , 9
6_31_14 , 5
5_23_06 , 9
5_1_10 , 1
4_23_22 , 5
5_6_14 , 10
5_28_00 , 7
6_9_04 , 4
7_19_12 , 9
6_31_10 , 8
4_23_16 , 10
1_9_14 , 3
3_14_16 , 9
6_19_20 , 7
6_17_16 , 5
8_10_14 , 3
2_6_22 , 7
2_17_22 , 6
4_9_08 , 7
7_6_16 , 6
7_13_18 , 8
4_21_14 , 7
8_8_18 , 7
4_13_20 , 3
4_15_22 , 8
7_13_02 , 6
6_18_06 , 9
5_24_12 , 6
3_10_14 , 9
6_23_18 , 7
3_19_00 , 9
6_29_18 , 6
3_8_12 , 7
8_29_16 , 4
3_11_00 , 5
8_28_16 , 8
7_16_00 , 9
2_29_10 , 9
5_1_00 , 9
6_25_02 , 9
1_29_00 , 7
5_26_04 , 9
4_16_16 , 9
7_23_12 , 5
6_18_18 , 8
4_13_08 , 9
3_7_06 , 9
3_15_04 , 6
3_11_04 , 8
1_16_20 , 8
6_7_06 , 8
4_19_04 , 6
5_6_00 , 8
7_17_02 , 7
3_17_10 , 7
8_25_22 , 9
7_26_10 , 6
7_10_14 , 7
5_23_04 , 8
6_30_18 , 7
4_1_20 , 8
7_31_00 , 8
8_31_04 , 8
7_30_22 , 6
8_31_22 , 6
1_27_00 , 4
6_2_20 , 8
5_5_06 , 9
8_4_22 , 5
1_24_12 , 6
2_11_04 , 10
6_14_10 , 6
3_26_22 , 7
2_26_12 , 5
1_4_04 , 5
4_2_12 , 9
7_5_12 , 5
6_20_12 , 8
3_7_22 , 10
8_11_14 , 10
3_18_04 , 8
3_25_00 , 8
1_11_14 , 10
4_3_18 , 4
8_19_22 , 7
8_13_10 , 7
1_30_08 , 6
4_15_12 , 10
5_11_12 , 5
2_26_20 , 10
2_20_22 , 7
1_18_00 , 7
1_2_02 , 8
1_9_02 , 8
3_30_16 , 4
6_16_06 , 7
2_19_16 , 10
3_5_22 , 7
4_5_18 , 7
5_4_14 , 10
1_19_10 , 11
