7_23_18 , 0
2_2_20 , 1
6_27_12 , 3
5_14_20 , 2
1_23_04 , 2
3_13_12 , 4
3_7_02 , 3
6_26_08 , 2
5_28_12 , 3
6_23_22 , 5
8_10_20 , 3
6_31_10 , 3
4_29_14 , 5
6_5_20 , 4
5_3_06 , 4
5_12_00 , 5
5_4_06 , 6
5_7_14 , 6
4_14_00 , 3
1_2_12 , 4
6_28_02 , 4
7_25_08 , 4
5_19_02 , 6
8_29_06 , 4
7_10_20 , 5
3_5_14 , 4
7_14_00 , 7
2_3_22 , 4
7_22_06 , 7
1_16_10 , 4
1_25_00 , 6
6_5_14 , 7
1_28_20 , 6
5_22_22 , 5
5_8_16 , 5
8_22_08 , 7
7_1_10 , 6
2_28_08 , 7
3_26_12 , 6
7_22_10 , 5
8_23_04 , 7
4_31_10 , 6
2_9_16 , 6
2_23_16 , 7
8_2_22 , 7
3_3_18 , 8
1_8_06 , 6
4_12_20 , 6
3_25_16 , 8
8_30_00 , 7
8_9_20 , 7
1_16_06 , 6
7_19_08 , 5
1_1_02 , 6
7_20_00 , 5
6_26_10 , 6
1_4_22 , 8
6_31_14 , 7
5_3_00 , 6
8_8_12 , 7
4_26_22 , 5
3_18_08 , 8
5_28_10 , 8
7_7_08 , 5
2_7_10 , 7
7_9_02 , 7
3_31_12 , 8
8_28_08 , 5
5_24_18 , 8
6_13_22 , 8
6_30_22 , 5
7_12_18 , 5
1_2_04 , 8
6_15_10 , 8
5_17_10 , 6
1_25_10 , 6
1_11_06 , 8
3_4_22 , 7
5_14_14 , 6
6_29_02 , 8
2_5_08 , 6
4_22_06 , 7
2_13_22 , 6
5_27_06 , 8
6_4_10 , 7
4_19_16 , 9
3_6_20 , 5
6_8_00 , 7
2_1_22 , 8
1_12_16 , 8
4_27_14 , 9
8_26_18 , 8
3_5_12 , 7
1_26_18 , 7
1_2_20 , 5
3_19_02 , 7
8_26_00 , 7
6_26_20 , 8
7_13_16 , 7
4_27_10 , 9
1_24_00 , 6
4_25_20 , 9
7_4_06 , 8
8_30_14 , 7
7_31_06 , 8
6_25_06 , 7
6_1_06 , 8
4_14_14 , 9
1_20_00 , 6
3_10_08 , 6
8_19_22 , 7
2_7_16 , 6
1_26_02 , 6
2_1_00 , 8
1_30_22 , 6
6_6_12 , 9
1_1_22 , 8
5_8_14 , 6
8_16_04 , 9
4_1_04 , 7
3_18_00 , 6
3_19_14 , 6
2_21_10 , 6
4_13_14 , 7
8_9_04 , 7
2_8_02 , 8
4_5_14 , 9
2_21_22 , 7
2_17_20 , 7
2_19_08 , 9
8_6_04 , 9
3_3_06 , 8
2_21_16 , 9
4_1_18 , 9
8_28_00 , 7
2_5_10 , 7
4_13_08 , 9
5_7_02 , 6
5_24_14 , 8
4_20_20 , 9
4_2_00 , 7
2_21_08 , 9
4_10_00 , 9
2_10_00 , 7
5_15_00 , 9
3_27_20 , 7
3_16_22 , 8
4_26_16 , 9
1_3_00 , 8
6_24_20 , 9
4_13_12 , 8
3_28_14 , 9
2_30_18 , 6
5_4_04 , 6
3_28_22 , 9
1_14_02 , 7
4_6_12 , 8
8_31_22 , 8
5_12_06 , 8
4_12_18 , 9
5_29_06 , 7
4_25_06 , 8
2_28_02 , 9
5_5_18 , 7
2_21_12 , 6
5_18_02 , 8
4_11_14 , 8
8_7_08 , 8
7_3_10 , 7
4_31_14 , 8
6_25_00 , 9
7_27_02 , 7
6_3_06 , 9
8_13_16 , 9
1_17_16 , 7
2_7_18 , 8
1_28_02 , 6
4_25_14 , 10
8_22_22 , 9
8_21_22 , 8
2_30_16 , 8
6_27_04 , 9
7_7_18 , 8
8_12_02 , 8
7_26_12 , 9
2_15_22 , 8
7_5_12 , 7
7_17_00 , 7
