6_30_22 , 0
4_26_00 , 1
6_26_08 , 2
6_5_10 , 1
5_2_18 , 3
2_20_18 , 2
8_23_10 , 2
1_22_16 , 3
8_25_20 , 3
6_10_02 , 4
3_10_14 , 3
3_21_18 , 4
2_26_22 , 4
7_3_06 , 3
1_20_08 , 4
6_29_12 , 3
4_31_12 , 4
3_6_14 , 5
7_15_10 , 4
6_22_14 , 5
4_7_02 , 5
7_2_10 , 5
1_29_04 , 4
8_11_16 , 4
3_23_12 , 6
5_1_04 , 6
2_19_18 , 5
8_31_22 , 4
2_6_20 , 5
3_31_06 , 7
5_28_16 , 7
3_6_16 , 6
1_15_14 , 5
6_28_06 , 4
4_9_08 , 7
1_19_22 , 6
7_5_22 , 5
4_22_00 , 7
6_8_02 , 5
1_6_00 , 6
6_30_06 , 4
7_3_02 , 6
3_19_14 , 5
1_23_00 , 5
8_10_14 , 6
2_26_10 , 5
5_26_04 , 8
7_8_16 , 7
3_25_22 , 8
6_25_00 , 6
5_6_08 , 5
2_16_10 , 7
4_11_08 , 8
1_19_10 , 7
3_20_00 , 6
7_15_12 , 6
7_31_12 , 7
6_16_02 , 6
6_15_02 , 7
8_21_02 , 5
2_30_20 , 6
1_25_16 , 6
7_29_06 , 7
8_9_10 , 5
2_31_16 , 7
2_2_16 , 7
3_26_06 , 9
5_22_02 , 9
5_10_20 , 8
6_23_20 , 7
1_18_12 , 8
3_29_06 , 10
8_8_00 , 6
3_4_18 , 8
5_15_06 , 9
8_19_08 , 6
1_7_12 , 8
5_11_10 , 10
6_17_18 , 7
1_29_10 , 7
8_4_18 , 7
1_19_16 , 8
3_8_16 , 9
4_1_02 , 9
1_26_20 , 7
3_31_00 , 11
7_12_14 , 6
2_24_10 , 6
3_16_00 , 6
1_28_20 , 8
4_27_08 , 5
2_31_04 , 8
5_18_22 , 10
1_1_16 , 7
2_28_08 , 8
6_8_14 , 7
8_16_16 , 7
7_19_14 , 8
2_18_00 , 8
7_28_18 , 9
8_23_12 , 4
1_9_14 , 9
8_26_04 , 5
1_28_12 , 9
6_3_22 , 2
7_13_12 , 7
3_17_16 , 7
8_24_06 , 5
6_6_14 , 6
2_21_02 , 7
7_29_08 , 8
2_15_12 , 10
8_21_16 , 6
6_25_04 , 7
5_8_22 , 6
2_26_02 , 7
5_13_06 , 11
3_20_10 , 7
8_21_04 , 7
2_31_06 , 9
4_15_20 , 10
6_4_18 , 3
6_11_20 , 8
6_13_22 , 9
8_30_16 , 6
5_18_00 , 11
8_26_02 , 6
4_19_14 , 11
8_10_10 , 8
4_15_06 , 11
6_5_02 , 4
5_17_04 , 12
3_11_18 , 7
8_12_08 , 8
6_18_00 , 8
6_17_20 , 9
7_25_18 , 10
1_17_10 , 9
8_23_22 , 6
3_30_18 , 12
8_1_04 , 7
2_10_02 , 11
4_11_12 , 12
5_19_12 , 11
2_18_14 , 9
8_7_14 , 8
7_28_00 , 11
2_17_12 , 9
1_24_20 , 7
5_13_14 , 12
2_28_00 , 9
5_22_12 , 10
7_1_18 , 11
7_15_20 , 9
4_5_06 , 6
2_3_00 , 8
8_17_20 , 8
7_22_02 , 12
6_9_04 , 8
1_26_10 , 8
6_2_10 , 5
4_20_12 , 10
8_21_22 , 7
6_1_02 , 9
7_23_04 , 13
2_24_04 , 8
3_14_14 , 8
2_2_18 , 8
4_26_06 , 6
2_11_14 , 12
2_16_04 , 11
8_2_02 , 7
5_22_14 , 11
6_15_06 , 8
3_25_16 , 9
6_15_04 , 9
5_1_16 , 10
2_17_02 , 10
3_7_00 , 10
1_24_16 , 8
4_29_14 , 6
3_22_10 , 7
6_15_10 , 9
8_20_16 , 8
6_19_16 , 10
2_6_02 , 9
4_23_18 , 8
7_30_08 , 8
1_27_06 , 10
1_13_10 , 6
6_14_22 , 10
7_27_10 , 12
4_25_20 , 9
7_16_16 , 10
6_30_08 , 5
1_10_02 , 7
1_9_00 , 10
6_2_20 , 6
5_2_06 , 8
8_18_14 , 9
8_22_22 , 8
2_10_20 , 13
8_18_18 , 10
2_6_18 , 10
8_7_18 , 9
1_6_10 , 9
1_16_14 , 10
1_29_08 , 8
3_29_22 , 13
2_19_00 , 10
3_15_04 , 9
7_10_18 , 9
6_7_16 , 7
7_8_04 , 8
2_10_16 , 14
7_10_12 , 10
4_14_08 , 13
8_14_08 , 9
4_8_16 , 8
3_18_10 , 8
4_17_12 , 12
6_22_00 , 10
6_4_14 , 4
8_30_02 , 8
4_8_06 , 9
6_23_04 , 8
2_9_10 , 6
6_31_18 , 3
8_3_02 , 8
7_5_20 , 6
4_20_00 , 11
1_29_20 , 8
4_10_18 , 10
2_25_16 , 8
2_27_10 , 10
8_3_10 , 9
1_31_02 , 9
4_26_04 , 7
1_29_02 , 9
2_9_12 , 7
3_15_22 , 10
1_8_20 , 11
3_10_22 , 8
4_14_18 , 14
6_18_10 , 11
7_9_06 , 9
7_26_04 , 13
2_30_18 , 9
1_12_02 , 8
5_9_08 , 7
5_14_08 , 13
2_4_06 , 10
4_9_10 , 9
1_20_18 , 5
7_1_20 , 13
6_19_12 , 12
3_6_10 , 9
3_24_12 , 10
8_9_06 , 7
8_14_22 , 10
8_6_04 , 9
5_2_10 , 9
3_24_08 , 11
6_3_04 , 4
7_29_12 , 9
8_19_18 , 8
3_8_20 , 11
5_24_12 , 12
2_12_10 , 13
1_10_18 , 9
2_23_08 , 9
2_1_00 , 6
4_3_04 , 7
5_30_08 , 6
3_19_10 , 9
