7_23_18 , 1
2_2_20 , 2
6_27_12 , 3
5_14_20 , 4
1_23_04 , 3
3_13_12 , 5
3_7_02 , 6
6_26_08 , 5
5_28_12 , 6
6_23_22 , 7
8_10_20 , 2
6_31_10 , 4
4_29_14 , 7
6_5_20 , 5
5_3_06 , 8
5_12_00 , 8
5_4_06 , 9
5_7_14 , 10
4_14_00 , 8
1_2_12 , 4
6_28_02 , 5
7_25_08 , 3
5_19_02 , 7
8_29_06 , 3
7_10_20 , 6
3_5_14 , 7
7_14_00 , 7
2_3_22 , 6
7_22_06 , 8
1_16_10 , 4
1_25_00 , 5
6_5_14 , 6
1_28_20 , 6
5_22_22 , 8
5_8_16 , 11
8_22_08 , 4
7_1_10 , 9
2_28_08 , 5
3_26_12 , 8
7_22_10 , 9
8_23_04 , 5
4_31_10 , 9
2_9_16 , 7
2_23_16 , 6
8_2_22 , 4
3_3_18 , 9
1_8_06 , 7
4_12_20 , 9
3_25_16 , 9
8_30_00 , 5
8_9_20 , 6
1_16_06 , 5
7_19_08 , 10
1_1_02 , 5
7_20_00 , 10
6_26_10 , 6
1_4_22 , 8
6_31_14 , 7
5_3_00 , 9
8_8_12 , 7
4_26_22 , 9
3_18_08 , 10
5_28_10 , 9
7_7_08 , 4
2_7_10 , 8
7_9_02 , 5
3_31_12 , 10
8_28_08 , 6
5_24_18 , 10
6_13_22 , 12
6_30_22 , 6
7_12_18 , 8
1_2_04 , 7
6_15_10 , 13
5_17_10 , 8
1_25_10 , 7
1_11_06 , 6
3_4_22 , 10
5_14_14 , 9
6_29_02 , 7
2_5_08 , 9
4_22_06 , 10
2_13_22 , 8
5_27_06 , 11
6_4_10 , 8
4_19_16 , 11
3_6_20 , 8
6_8_00 , 7
2_1_22 , 9
1_12_16 , 7
4_27_14 , 10
8_26_18 , 7
3_5_12 , 11
1_26_18 , 8
1_2_20 , 9
3_19_02 , 11
8_26_00 , 8
6_26_20 , 7
7_13_16 , 9
4_27_10 , 11
1_24_00 , 6
4_25_20 , 11
7_4_06 , 5
8_30_14 , 8
7_31_06 , 6
6_25_06 , 8
6_1_06 , 14
4_14_14 , 12
1_20_00 , 6
3_10_08 , 8
8_19_22 , 5
2_7_16 , 9
1_26_02 , 9
2_1_00 , 10
1_30_22 , 10
6_6_12 , 8
1_1_22 , 7
5_8_14 , 12
8_16_04 , 6
4_1_04 , 12
3_18_00 , 11
3_19_14 , 12
2_21_10 , 10
4_13_14 , 10
8_9_04 , 8
2_8_02 , 10
4_5_14 , 10
2_21_22 , 11
2_17_20 , 11
2_19_08 , 12
8_6_04 , 9
3_3_06 , 11
2_21_16 , 12
4_1_18 , 13
8_28_00 , 8
2_5_10 , 10
4_13_08 , 11
5_7_02 , 11
5_24_14 , 11
4_20_20 , 14
4_2_00 , 10
2_21_08 , 11
4_10_00 , 10
2_10_00 , 9
5_15_00 , 9
3_27_20 , 11
3_16_22 , 12
4_26_16 , 12
1_3_00 , 11
6_24_20 , 9
4_13_12 , 12
3_28_14 , 12
2_30_18 , 7
5_4_04 , 10
3_28_22 , 13
1_14_02 , 8
4_6_12 , 11
8_31_22 , 10
5_12_06 , 10
4_12_18 , 11
5_29_06 , 10
4_25_06 , 12
2_28_02 , 7
5_5_18 , 12
2_21_12 , 13
5_18_02 , 9
4_11_14 , 12
8_7_08 , 10
7_3_10 , 7
4_31_14 , 11
6_25_00 , 10
7_27_02 , 7
6_3_06 , 9
8_13_16 , 7
1_17_16 , 6
2_7_18 , 11
1_28_02 , 9
4_25_14 , 13
8_22_22 , 6
8_21_22 , 6
2_30_16 , 8
6_27_04 , 8
7_7_18 , 6
8_12_02 , 8
7_26_12 , 8
2_15_22 , 12
7_5_12 , 6
7_17_00 , 11
